"Richmond, VA",6:31
"Bronx, NY",6:31
United States,6:31
"Brooklyn, NY",6:31
"Lafayette, LA",6:32
"Manhattan, NY",6:32
"Stony Brook, NY",6:32
"Richmond, VA",6:32
"New Jersey, USA",6:32
"Paradise, NV",6:32
"Pennsylvania, USA",6:33
"Farragut, TN",6:34
"Ohio, USA",6:34
"Manhattan, NY",6:34
"Manhattan, NY",6:34
"California, USA",6:35
"Manhattan, NY",6:35
"Auckland City, New Zealand",6:36
"West Valley City, UT",6:36
"Davie, FL",6:36
"Somerville, MA",6:36
"Irving, TX",6:37
"Middletown, CT",6:37
"Irving, TX",6:37
"Arlington, VA",6:37
"Queens, NY",6:38
"Hartford, CT",6:38
"Queens, NY",6:38
"Milford Mill, MD",6:38
"Bacchus Marsh, Victoria",6:39
"Washington, DC",6:39
"Queens, NY",6:39
"Dares, MD",6:40
"Manhattan, NY",6:40
"Washington, DC",6:40
"Puerto Rico, USA",6:40
"Washington, DC",6:41
"Joppatowne, MD",6:41
"Brooklyn, NY",6:41
"South Carolina, USA",6:41
"Oak Creek, WI",6:42
"Manhattan, NY",6:42
"Kendall West, FL",6:42
"Brooklyn, NY",6:42
"Manhattan, NY",6:42
"Manhattan, NY",6:43
"Queens, NY",6:43
"Chicago, IL",6:43
"Salisbury, MD",6:43
"Parkville, MD",6:43
"Liverpool, England",6:44
"Manhattan, NY",6:44
"Wood-Ridge, NJ",6:44
"Queens, NY",6:44
"Queens, NY",6:44
"Brooklyn, NY",6:44
"Washington, DC",6:44
"South Carolina, USA",6:45
"Plano, TX",6:45
"Pennsylvania, USA",6:45
"Boone, NC",6:45
"Millville, DE",6:45
"Maine, USA",6:45
"Brooklyn, NY",6:46
"Manhattan, NY",6:46
"Edina, MN",6:46
"Mount Holly, NJ",6:46
"Philadelphia, PA",6:47
"Manhattan, NY",6:47
"Louisa, KY",6:47
"Hackensack, NJ",6:48
"Manassas, VA",6:48
"Cambridge, MA",6:48
"Boston, MA",6:48
"Stamford, CT",6:48
"Queens, NY",6:48
"Philadelphia, PA",6:48
"Brooklyn, NY",6:48
"Aspen Hill, MD",6:49
"Mansfield, TX",6:49
"Manhattan, NY",6:49
"Pennsylvania, USA",6:49
"Manhattan, NY",6:50
"Los Angeles, CA",6:50
"Brooklyn, NY",6:50
"Brooklyn, NY",6:51
"Maryland, USA",6:51
"Kabale, Uganda",6:51
"Delaware, USA",6:51
"Manhattan, NY",6:52
"Annapolis, MD",6:52
"Bayonne, NJ",6:52
"Louisa, KY",6:52
"Brooklyn, NY",6:52
"Brooklyn, NY",6:53
"West Babylon, NY",6:53
"New Rochelle, NY",6:53
"Uppsala, Sverige",6:54
"Milpitas, CA",6:54
"Ellicott City, MD",6:54
"Seattle, WA",6:54
"Clarion, PA",6:54
"Staten Island, NY",6:54
"Washington, DC",6:54
"National Capital Region, Republic of the Philippines",6:54
"Jersey City, NJ",6:54
"Sydney, New South Wales",6:55
"Morgantown, WV",6:56
"Pennsylvania, USA",6:56
"Westminster, MD",6:56
"Jasin, Melaka",6:56
"Buckhannon, WV",6:57
"Manhattan, NY",6:57
"Maryland, USA",6:57
"Leesburg, VA",6:57
"Queens, NY",6:58
"Manhattan, NY",6:58
"Pennsylvania, USA",6:58
"Manhattan, NY",6:59
"Hyderabad, Andhra Pradesh",6:59
"Liverpool, England",6:59
"Manhattan, NY",6:59
"Palisades Park, NJ",6:59
"California, USA",6:59
"Withernsea, England",7:00
"New Orleans, LA",7:00
"Millersville, PA",7:00
"Puerto Rico, USA",7:00
"Mulbarton, England",7:01
"Irondequoit, NY",7:01
"Staten Island, NY",7:01
"Yonkers, NY",7:01
"Queens, NY",7:01
"Los Angeles, CA",7:01
"New Brunswick, NJ",7:01
"Queens, NY",7:01
"Manhattan, NY",7:01
"Denton, TX",7:01
"Canyon, TX",7:01
"South Orange, NJ",7:01
"Queens, NY",7:02
"Chhattisgarh, India",7:08
"Les Bons Villers, Belgique",7:08
"Michigan, USA",7:08
"Manhattan, NY",7:09
"Manhattan, NY",7:10
"Manhattan, NY",7:10
"Auckland City, New Zealand",7:10
"California, USA",7:10
"Baltimore, MD",7:10
"Manhattan, NY",7:10
"Queens, NY",7:10
"Queens, NY",7:10
"Manhattan, NY",7:11
"Nikko City, Tochigi",7:11
"Brooklyn, NY",7:11
"Pennsylvania, USA",7:11
"Manhattan, NY",7:11
"Virginia, USA",7:11
"Manhattan, NY",7:12
"Baltimore, MD",7:12
"Doha, Qatar",7:12
"Manhattan, NY",7:13
"West Jordan, UT",7:13
"Pennsylvania, USA",7:13
"Richland, PA",7:13
"Loughton, England",7:14
"East la Mirada, CA",7:14
"Tallahassee, FL",7:14
"Manhattan, NY",7:14
"Knoxville, TN",7:15
"Richmond, KY",7:15
"Manhattan, NY",7:16
"Manhattan, NY",7:16
"Towson, MD",7:16
"Manhattan, NY",7:16
"Pennsylvania, USA",7:16
"Brooklyn, NY",7:16
"Midlothian, TX",7:16
"Monaca, PA",7:17
"California, USA",7:17
"Putrajaya, Wilayah Persekutuan Putrajaya",7:17
"Newcastle, New South Wales",7:17
"Pennsylvania, USA",7:17
"Radnor Township, PA",7:17
"Cranston, RI",7:17
"Manhattan, NY",7:18
"Middletown, CT",7:18
"Brooklyn, NY",7:18
"El Paso, TX",7:18
"Pennsylvania, USA",7:18
"Summit, NJ",7:19
"Pennsylvania, USA",7:19
"Sherwood, OR",7:19
"Nashville, TN",7:20
"Manhattan, NY",7:20
"Puerto Rico, USA",7:20
"Newburgh, NY",7:20
"Manhattan, NY",7:20
"Manhattan, NY",7:20
"Philadelphia, PA",7:20
"Manhattan, NY",7:21
"Pennsylvania, USA",7:21
"Pennsylvania, USA",7:21
"Kaysville, UT",7:21
"Summit, NJ",7:21
"Manhattan, NY",7:22
"Goodwood, South Africa",7:22
"Manhattan, NY",7:22
"California, USA",7:22
"Chhattisgarh, India",7:23
"Pennsylvania, USA",7:23
"Manhattan, NY",7:23
"Brooklyn, NY",7:23
"Pennsylvania, USA",7:24
"Cardiff, NJ",7:24
"Littoral, Cameroon",7:24
"Kapolei, HI",7:25
"New York, NY",7:25
"Manhattan, NY",7:25
"Manhattan, NY",7:26
"Medina, TN",7:26
"Summit, NJ",7:26
"Washington, DC",16:55
"Capitol Hill, Washington",16:55
"Cape Coral, FL",16:55
"Ashburn, VA",16:55
"Long Beach, NY",16:55
"Philadelphia, PA",16:55
"Brooklyn, NY",16:56
"Westminster, MD",16:56
"Valparaiso, FL",16:56
"Phoenix, AZ",16:56
"Tysons Corner, VA",16:56
"Queens, NY",16:56
"Baltimore, MD",16:56
"Frenchtown, NJ",16:56
"Manhattan, NY",16:56
"Cape Coral, FL",16:56
"New York, USA",16:56
"Alexandria, VA",16:56
"Cape Coral, FL",16:56
"Bedford, TX",16:56
"Dublin City, Ireland",16:56
"Manhattan, NY",16:56
"Manhattan, NY",16:56
"Manhattan, NY",16:56
"Cape Coral, FL",16:56
"Kihei, HI",16:56
"Virginia, USA",16:57
"Queens, NY",16:57
"Brooklyn, NY",16:57
Sint Maarten,16:57
"Brooklyn, NY",16:57
"Cape Coral, FL",16:57
"Fairlawn, OH",16:57
"South Carolina, USA",16:57
"Athens, GA",16:57
"San Diego, CA",16:57
"Chantilly, VA",16:57
"Randallstown, MD",16:57
"Los Angeles, CA",16:57
"Queens, NY",16:57
"Maricopa, AZ",16:57
"Lampeter, PA",16:57
"Burbank, CA",16:58
"Philadelphia, PA",16:58
"Queens, NY",16:58
"Manhattan, NY",16:58
"Indiana, USA",16:58
"Billings, MT",16:58
"Washington, DC",16:58
"Manhattan, NY",16:58
"Upper West Side, Manhattan",16:58
"Baltimore, MD",16:58
"Charlotte, NC",16:58
"Brooklyn, NY",16:58
"Cherry Hill, VA",16:58
"Brooklyn, NY",16:58
"Wheaton, MD",16:58
"Los Angeles, CA",16:58
"Ohio, USA",16:59
United States,16:59
"New Jersey, USA",16:59
"Queens, NY",16:59
"Saginaw Township North, MI",16:59
"Hauppauge, NY",16:59
"Morgantown, WV",16:59
"Cutler, FL",16:59
"Washington, DC",16:59
"Shreveport, LA",16:59
"New Jersey, USA",16:59
"Rotterdam, South Holland",16:59
"Morgantown, WV",16:59
"Queens, NY",16:59
"Austin, TX",16:59
"Mount Pleasant, WI",16:59
"Manhattan, NY",17:00
"Queens, NY",17:00
"Manhattan, NY",17:00
"Manhattan, NY",17:00
"Chandigarh, India",17:00
"Washington, DC",17:00
"Franklin, TN",17:00
"Addingham, England",17:00
"Edison, NJ",17:00
"Southington, CT",17:00
"Austin, TX",17:00
"Pennsylvania, USA",17:00
"Hillingdon, London",17:00
"Manhattan, NY",17:00
"Arlington, VA",17:01
"Manhattan, NY",17:01
"Manhattan, NY",17:01
"Shoreham, NY",17:01
"North Great River, NY",17:01
"Maryland, USA",17:01
"Al Hada, Makkah Al Mukarrama",17:01
"Summerfield, MD",17:01
"Manhattan, NY",17:01
"Virginia, USA",17:01
"Randallstown, MD",17:01
"Ellicott City, MD",17:01
"Shenandoah, PA",17:01
"Cape Coral, FL",17:01
"Brooklyn, NY",17:01
"Vernon Valley, NJ",17:01
"Atascocita, TX",17:01
"Irvine, CA",17:01
"Maryland, USA",17:02
"Washington, DC",17:02
"Oldham, England",17:04
"Brooklyn, NY",17:04
"Chillum, MD",17:04
"Queens, NY",17:04
"Washington, DC",17:04
"Blasdell, NY",17:04
"Manhattan, NY",17:04
"Washington, DC",17:04
"St Louis, MO",17:04
"Philadelphia, PA",17:05
"Buckhannon, WV",17:05
"Barnstable Town, MA",17:05
"Pennsylvania, USA",17:05
"Baltimore, MD",17:05
"Charleston, WV",17:05
"New Jersey, USA",17:05
"Richmond, VA",17:05
"Hoboken, NJ",17:05
"Brooklyn, NY",17:05
"Queens, NY",17:05
"Stamford, CT",17:05
"Brooklyn, NY",17:05
"Manhattan, NY",17:05
"South Carolina, USA",17:05
"Alexandria, VA",17:06
"Reston, VA",17:06
"Staten Island, NY",17:06
"Virginia Beach, VA",17:06
United States,17:06
"Manhattan, NY",17:06
"South Carolina, USA",17:06
"Manhattan, NY",17:06
"Northern Ireland, United Kingdom",17:06
"Summit, NJ",17:06
"Germantown, MD",17:06
"Winter Park, FL",17:06
"Lafayette, CO",17:06
"Queens, NY",17:06
"Bay Shore, NY",17:06
"Pennsylvania, USA",17:06
"West Virginia, USA",17:06
"Brooklyn, NY",17:06
"Washington, DC",17:07
"Leesburg, VA",17:07
"White Marsh, MD",17:07
"Brooklyn, NY",17:07
"Kings Park West, VA",17:07
"Brooklyn, NY",17:07
"Brooklyn, NY",17:07
"Manhattan, NY",17:07
"Arnold, MD",17:07
"Carlisle, PA",17:07
"Manhattan, NY",17:07
"Brooklyn, NY",17:07
"Greenburgh, NY",17:07
"Manhattan, NY",17:07
"Bealeton, VA",17:07
"Clinton, MD",17:07
"Cheshire, CT",17:07
"Georgia, USA",17:08
"Lutherville, MD",17:08
"Berlin, Germany",17:08
"Charlotte, NC",17:08
"South Carolina, USA",17:08
"Alexandria, VA",17:08
"Manhattan, NY",17:08
"Washington, DC",17:09
"Washington, DC",17:09
"Manhattan, NY",17:09
"Annapolis, MD",17:09
"Missouri City, TX",17:09
"Mount Vernon, NY",17:09
"Morristown, NJ",17:09
"Ardmore, PA",17:09
"Baltimore, MD",17:09
"Connecticut, USA",17:09
"Washington, DC",17:09
"Foxborough, MA",17:09
"Kings Park West, VA",17:09
"Indian Trail, NC",17:09
"Washington, DC",17:09
"Washington, DC",17:10
"Brooklyn, NY",17:10
"Manhattan, NY",17:10
"Charlottesville, VA",17:10
"Los Angeles, CA",17:10
"Monmouth Beach, NJ",17:10
"Long Branch, NJ",17:10
Switzerland,17:10
"Washington, DC",17:10
"Manhattan, NY",17:10
"Lititz, PA",17:10
"Washington, DC",17:10
"Secaucus, NJ",17:10
"Washington, DC",17:10
"Guttenberg, NJ",17:10
"Harrisonburg, VA",17:10
"Louth, Ireland",17:10
"Brooklyn, NY",17:10
"Washington, DC",17:10
Lebanon,17:11
"Brooklyn, NY",17:11
"Washington, DC",17:11
"Washington, DC",17:11
"Ashburn, VA",17:11
"Arlington, VA",17:11
"Hempstead, NY",17:11
"Millersville, PA",17:11
"Wheaton, MD",17:12
"Bel Air North, MD",17:12
"Connecticut, USA",17:12
"Washington, DC",17:12
"Manhattan, NY",17:12
"Manhattan, NY",17:12
"Lititz, PA",17:12
"Manhattan, NY",17:12
"Fairfax Station, VA",17:12
"Queens, NY",17:12
"Manhattan, NY",17:12
"Philadelphia, PA",17:12
"Sandy Springs, GA",17:12
"Salunga, PA",17:12
"Merrifield, VA",17:12
"Fort Worth, TX",17:12
"Atlantic City, NJ",17:12
"Pennsylvania, USA",17:13
"Paradise, NV",17:13
"Delaware, USA",17:13
"Concord, NC",17:13
"Seattle, WA",17:13
"Pimmit Hills, VA",17:13
"Little Falls, NJ",17:13
"Miami, FL",17:13
"Houston, TX",17:13
"Pottstown, PA",17:13
"Huntsville, AL",17:13
"Alexandria, VA",17:13
"Manhattan, NY",17:13
"Ventnor City, NJ",17:14
"New York, USA",17:14
"Washington, DC",17:14
"Akron, OH",17:14
"Staunton, VA",17:14
"National Capital Region, Republic of the Philippines",17:14
"Branford, CT",17:14
"Laurel, MD",17:14
"Waltham, MA",17:14
"St Augustine Beach, FL",17:14
"Manhattan, NY",17:14
"Manhattan, NY",17:14
"Washington, DC",17:14
"Brooklyn, NY",17:14
"Middelburg, Zeeland",17:14
"Norwalk, CT",17:15
"Alexandria, VA",17:15
"North Carolina, USA",17:15
"Queens, NY",17:15
"Charlotte, NC",17:15
"Annapolis, MD",17:15
"Brooklyn, NY",17:15
"Coral Springs, FL",17:15
"Centreville, VA",17:15
"San Antonio, TX",17:15
"Quarryville, PA",17:15
"Philadelphia, PA",17:15
"Dranesville, VA",17:15
"Jersey City, NJ",17:15
"Brooklyn, NY",17:15
"Manhattan, NY",17:15
"Jersey City, NJ",17:15
"Dupont Circle, Washington",17:15
"Manhattan, NY",17:15
"Philadelphia, PA",17:15
"Manhattan, NY",17:15
"California, USA",17:15
"Germantown, MD",17:16
"Springville, UT",17:16
"Manhattan, NY",17:16
"Manhattan, NY",17:16
"Maryland, USA",17:16
"Leesburg, VA",17:16
"Pennsylvania, USA",17:16
"Baltimore, MD",17:16
"Pennsylvania, USA",17:21
"Laurel, MD",17:21
"New York, USA",17:22
"Arnold, MD",17:22
"Lincoln Heights, Washington",17:22
"Brooklyn, NY",17:22
"Brooklyn, NY",17:22
"East Meadow, NY",17:22
"Eastampton, NJ",17:22
"San Luis Obispo, CA",17:22
"Phoenix, AZ",17:22
"Daytona Beach, FL",17:22
"Washington, DC",17:22
"Washington, DC",17:22
"Colorado, USA",17:22
"Manhattan, NY",17:22
"Long Beach, NY",17:22
"Maryland, USA",17:22
"Pennsylvania, USA",17:22
"Baltimore, MD",17:22
"Manhattan, NY",17:22
"Kansas City, MO",17:22
"Manhattan, NY",17:22
"Solidaridad, Quintana Roo",17:23
"Adelphi, MD",17:23
"Virginia, USA",17:23
"Washington, DC",17:23
"Manhattan, NY",17:23
"Brunswick, ME",17:23
"Manhattan, NY",17:23
"Sandwich, MA",17:23
"Olney, MD",17:23
"Washington, DC",17:23
"Oklahoma City, OK",17:23
"Manhattan, NY",17:23
"Manhattan, NY",17:23
"South Carolina, USA",17:23
"Ottawa, Ontario",17:24
"Washington, DC",17:24
"Setapak, Selangor",17:24
"Manhattan, NY",17:24
"Manhattan, NY",17:24
"Redmond, WA",17:24
"Philadelphia, PA",17:24
"Pennsylvania, USA",17:24
"Pennsylvania, USA",17:24
"Clarendon Courthouse, Arlington",17:24
"Los Angeles, CA",17:24
"Manhattan, NY",17:24
"La Plata, MD",17:24
"Washington, DC",17:24
"Manasquan, NJ",17:24
"New York, USA",17:24
"California, USA",17:24
"Washington, DC",17:24
"Barrie, Ontario",17:24
"Virginia, USA",17:24
"Fredericksburg, VA",17:24
"Pennsylvania, USA",17:25
"Washington, DC",17:25
"Manhattan, NY",17:25
"Union City, GA",17:25
"Bethesda, MD",17:25
"Queens, NY",17:25
"West Virginia, USA",17:25
"Mission, British Columbia",17:25
"Kalispell, MT",17:25
"San Antonio, TX",17:25
"Arlington, VA",17:25
"Bethesda, MD",17:25
"Brooklyn, NY",17:25
"Arlington, VA",17:25
"Bronx, NY",17:25
"Los Angeles, CA",17:26
"Brooklyn, NY",17:26
"Hoboken, NJ",17:26
"Durango, CO",17:26
"Hoboken, NJ",17:26
"Philadelphia, PA",17:26
"Washington, DC",17:26
"Washington, DC",17:26
"Baton Rouge, LA",17:26
"Brooklyn, NY",17:26
"Philadelphia, PA",17:26
"Owings Mills, MD",17:26
"Boston, MA",17:26
"South Carolina, USA",17:26
"Newark, DE",17:26
"Brooklyn, NY",17:26
"Pennsylvania, USA",17:26
"L'Hillil, Algeria",17:26
"Teaneck, NJ",17:26
"Brooklyn, NY",17:26
"East Meadow, NY",17:26
"Creetown, Scotland",17:27
"Los Angeles, CA",17:27
"Wyckoff, NJ",17:27
"Gainesville, VA",17:27
"Middletown, DE",17:27
"Washington, DC",17:27
"Chicago, IL",17:27
"Baltimore, MD",17:27
"Hoboken, NJ",17:27
"Navy Yard, Washington",17:27
"Kalispell, MT",17:27
"Centreville, VA",17:27
"Cheverly, MD",17:27
"San Antonio, TX",17:27
"Upper East Side, Manhattan",17:27
"North Bergen, NJ",17:27
"Lemoore, CA",17:27
"Toms River, NJ",17:27
"Virginia Beach, VA",17:28
"Groveton, VA",17:28
"Anaheim, CA",17:28
"Washington, DC",17:28
"Georgetown, Washington",17:28
"New York, USA",17:28
"Leigh, England",17:28
"Rockville, MD",17:28
"Forest Park, OH",17:28
"Alexandria, VA",17:28
"Hoboken, NJ",17:28
"Tuckahoe, VA",17:28
"Midtown, Manhattan",17:28
"South Bend, IN",17:28
"Milford, CT",17:28
"Washington, DC",17:28
"New Bedford, MA",17:28
"Kalispell, MT",17:28
"Queens, NY",17:28
"Brooklyn, NY",17:29
"Bromsgrove, England",17:29
"Chillum, MD",17:29
"Philadelphia, PA",17:29
"New Brunswick, NJ",17:29
"San Luis Obispo, CA",17:29
"Queens, NY",17:29
"Arlington, VA",17:29
"Virginia, USA",17:29
"Manhattan, NY",17:29
"Cheverly, MD",17:29
"Bay Shore, NY",17:29
"Island Park, NY",17:29
"Washington, DC",17:29
"NoMa - Sirsum Corda, Washington",17:30
"Somerville, MA",17:30
"Richmond, VA",17:30
"Brooklyn, NY",17:30
"Massapequa Park, NY",17:30
"Oxford, MS",17:30
"Philadelphia, PA",17:30
"Pennsylvania, USA",17:30
"Brooklyn, NY",17:30
"Brooklyn, NY",17:30
"Linden, NJ",17:30
"Purcellville, VA",17:30
"Austin, TX",17:30
"Tennessee, USA",17:30
"Severn, MD",17:31
"Valparaiso, IN",17:31
"Pennsylvania, USA",17:31
"Baltimore, MD",17:31
"Washington, DC",17:31
"Pennsylvania, USA",17:31
"Alexandria, VA",17:31
"Rocky Hill, CT",17:31
"Washington, DC",17:31
"Queens, NY",17:31
"Shiloh, PA",17:31
"Manhattan, NY",17:31
"North Great River, NY",17:31
"Manhattan, NY",17:32
"Baltimore, MD",17:32
"Austin, TX",17:32
"Brooklyn, NY",17:32
"Manhattan, NY",17:32
"Brooklyn, NY",17:32
"Toronto, Ontario",17:32
"Stone Ridge, VA",17:32
"Manhattan, NY",17:32
"Queens, NY",17:32
"Seaside Park, NJ",17:32
"Purcellville, VA",17:32
"Manhattan, NY",17:32
"Pennsylvania, USA",17:32
"Arlington, VA",17:32
"New York, USA",17:32
"Toronto, Ontario",17:32
"Alexandria, VA",17:33
"Boston, MA",17:33
"Manhattan Beach, CA",17:33
"Pelham, NH",17:33
"Purcellville, VA",17:33
"Missouri, USA",17:33
"Brooklyn, NY",17:33
"Washington, DC",17:33
"Washington, DC",17:33
"Lansdowne, VA",17:33
"Arlington, VA",17:33
"Manalapan, NJ",17:33
"Manhattan, NY",17:33
"Manhattan, NY",17:33
"Maryland, USA",17:33
"Northfield, NJ",17:33
"Manhattan, NY",17:34
"Arlington, VA",17:34
"Alexandria, VA",17:34
"Queens, NY",17:34
"Manhattan, NY",17:34
"Holbrook, NY",17:34
"San Francisco, CA",17:34
"Queens, NY",17:34
"Manhattan, NY",17:34
"Baltimore, MD",17:35
"Kentucky, USA",17:35
"St Paul, MN",17:35
"Lowell, MA",17:35
"Hoboken, NJ",17:35
"Morgantown, WV",17:35
"Los Angeles, CA",17:35
"Texas, USA",17:35
"Los Angeles, CA",17:35
"Manhattan, NY",17:35
"New York, USA",17:35
"Cape Coral, FL",17:35
"Mahwah, NJ",17:35
"Severn, MD",17:35
"Manhattan, NY",17:35
"Manhattan, NY",17:35
"Manhattan, NY",17:35
"Manhattan, NY",17:35
"Downingtown, PA",17:36
"Manhattan, NY",17:36
"Johannesburg, South Africa",17:36
"Washington, DC",17:36
"Leghorn, Tuscany",17:36
"Manhattan, NY",17:36
"Oakton, VA",17:36
"Morgantown, WV",17:36
"Washington, DC",17:36
"Islip Terrace, NY",17:36
"Tenleytown, Washington",17:36
"Washington, DC",17:36
"Virginia, USA",17:36
"Fairfax, VA",17:36
"Arlington, VA",17:36
"Washington, DC",17:36
"Webb City, MO",17:36
"Bethlehem, PA",17:37
"Macon, GA",17:37
"Carrboro, NC",17:37
"Chicago, IL",17:37
"Brooklyn, NY",17:37
"Gaithersburg, MD",17:37
"Washington, DC",17:37
"Manhattan, NY",17:37
"Arlington, VA",17:37
"Virginia, USA",17:37
"Puente Alto, Metropolitana de Santiago",17:37
"Baltimore, MD",17:37
"Manhattan, NY",17:37
"Nebraska, USA",17:37
"Phoenix, AZ",17:37
"Hamburg, Deutschland",17:38
"Union City, NJ",17:38
"Manhattan, NY",17:38
"Manhattan, NY",17:38
"Virginia, USA",17:38
"Queens, NY",17:38
"Towson, MD",17:38
"Manhattan, NY",17:38
"Annapolis, MD",17:38
"Brooklyn, NY",17:38
"New York, USA",17:38
"Manhattan, NY",17:38
"Pennsylvania, USA",17:38
"Delaware, USA",17:38
"Basking Ridge, NJ",17:38
"West Springfield, VA",17:38
"Narberth, PA",17:43
"Manhattan, NY",17:43
"Star City, WV",17:43
"Miami, FL",17:43
"Gaithersburg, MD",17:43
"Brooklyn, NY",17:43
"Alexandria, VA",17:45
"Chicago, IL",17:45
"Washington, DC",17:45
"Coral Gables, FL",17:45
"Oxford, PA",17:45
"Quincy, MA",17:45
"Washington, DC",17:45
"Birmingham, England",17:45
"Baltimore, MD",17:45
"Arlington, VA",17:46
"Queens, NY",17:46
"Manhattan, NY",17:46
"Queens, NY",17:46
"Virginia, USA",17:46
"Shippensburg, PA",17:46
"Port Alberni, British Columbia",17:46
"Baltimore, MD",17:47
"Brooklyn, NY",17:47
"Manhattan, NY",17:47
"Brooklyn, NY",17:47
"Washington, DC",17:47
"Manhattan, NY",17:47
"Pennsylvania, USA",17:47
"Tyler, TX",17:47
"Philadelphia, PA",17:47
"Cherry Hill Mall, NJ",18:22
"Potomac, MD",18:22
"Allentown, PA",18:22
"South Carolina, USA",18:22
"Manhattan, NY",18:22
"Radford, VA",18:23
"Manhattan, NY",18:23
"Washington, DC",18:23
"North Decatur, GA",18:23
"Manhattan, NY",18:23
"Manhattan, NY",18:23
"Tysons Corner, VA",18:23
"Maryland, USA",18:23
"Virginia, USA",18:23
"White Oak, MD",18:23
"Kentucky, USA",18:23
"Sparks, NV",18:23
"Manhattan, NY",18:23
"New York, NY",18:23
"Brooklyn, NY",18:23
"Waterford, Ireland",18:23
"Manhattan, NY",18:23
"Rotterdam, Zuid-Holland",18:24
"Ware, England",18:24
"Manhattan, NY",18:24
"Taylor, PA",18:24
"Oklahoma City, OK",18:24
"Providence, RI",18:24
"Manhattan, NY",18:24
"Manhattan, NY",18:24
"Manhattan, NY",18:24
"Elmwood, LA",18:24
"Birmingham, England",18:24
"Fort Lee, VA",18:24
"Maryland, USA",18:24
"Los Angeles, CA",18:24
"Enfield, CT",18:24
"Arlington, VA",18:24
"Jersey City, NJ",18:24
"Birmingham, England",18:24
"Queens, NY",18:24
"Alexandria, VA",18:24
"Providence, RI",18:24
"Birmingham, England",18:24
"Arlington, VA",18:24
"Williamsburg, VA",18:24
"Brooklyn, NY",18:25
"Bolton, England",18:25
"Budd Lake, NJ",18:25
"Garland, TX",18:25
"Morgantown, WV",18:25
